FILE	NAME	TYPE	LENGTH	FIELD_TITLE	TITLE	CODES	CODE_VALUES
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					14d	14d: Kidney Disease Education Services
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					14e1	14e1: Glaucoma Screening
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					14e2	14e2: Diabetes Self-Management Training
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					14e3	14e3: Barium Enemas
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					14e4	14e4: Digital Rectal Exams
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					14e5	14e5: EKG following Welcome Visit
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					14e6	14e6: Other Medicare-covered Preventive Services
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					15	15: Medicare Part B Rx Drugs
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					16b	16b: Comprehensive Dental
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					17a	17a: Eye Exams
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					17b	17b: Eyewear
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					18a	18a: Hearing Exams
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					1a	1a: Inpatient Hospital-Acute
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					1b	1b: Inpatient Hospital Psychiatric
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					2	2: Skilled Nursing Facility (SNF)
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					20	20: Prescription Drugs (Cost Plans Only)
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					3-1	3-1: Cardiac Rehabilitation Services
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					3-2	3-2: Intensive Cardiac Rehabilitation Services
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					3-3	3-3: Pulmonary Rehabilitation Services
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					3-4	3-4: SET for PAD Services
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					5	5: Partial Hospitalization
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					6	6: Home Health Services
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					7a	7a: Primary Care Physician Services
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					7b	7b: Chiropractic Services
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					7c	7c: Occupational Therapy Services
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					7d	7d: Physician Specialist Services
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					7e	7e: Mental Health Specialty Services
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					7f	7f: Podiatry Services
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					7g	7g: Other Health Care Professional
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					7h	7h: Psychiatric Services
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					7i	7i: Physical Therapy and Speech-Language Pathology Services
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					7k	7k: Opioid Treatment Program Services
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					8a	8a: Diagnostic Procedures/Tests/Lab Services
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					8b1	8b1: Diagnostic Radiological Services
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					8b2	8b2: Therapeutic Radiological Services
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					8b3	8b3: Outpatient X-Ray Services
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					9a1	9a1: Outpatient Hospital Services
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					9a2	9a2: Observation Services
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					9b	9b: Ambulatory Surgical Center (ASC) Services
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					9c	9c: Outpatient Substance Abuse
pbp_Section_D	pbp_d_ann_deduct_inn_mc_cats					9d	9d: Outpatient Blood Services
pbp_Section_D	pbp_d_ann_deduct_inn_nmc_yn	CHAR	1	Does the Deductible apply to all In-Network Non-Medicare-covered benefits?	Annual Deduct INN NMC YN	1	Yes
pbp_Section_D	pbp_d_ann_deduct_inn_nmc_yn					2	No
pbp_Section_D	pbp_d_ann_deduct_inn_nmc_cats	CHAR	255	Select all of the In-Network Non-Medicare-covered Service Categories to which the Deductible applies:	Deduct INN NMC Cats	10b	10b: Transportation Services
pbp_Section_D	pbp_d_ann_deduct_inn_nmc_cats					13a	13a: Acupuncture
pbp_Section_D	pbp_d_ann_deduct_inn_nmc_cats					13b	13b: Over-the-Counter (OTC) Items
pbp_Section_D	pbp_d_ann_deduct_inn_nmc_cats					13c	13c: Meal Benefit
pbp_Section_D	pbp_d_ann_deduct_inn_nmc_cats					13d	13d: Other 1
pbp_Section_D	pbp_d_ann_deduct_inn_nmc_cats					13e	13e: Other 2
pbp_Section_D	pbp_d_ann_deduct_inn_nmc_cats					13f	13f: Other 3
pbp_Section_D	pbp_d_ann_deduct_inn_nmc_cats					13g	13g: Dual Eligible SNPs with Highly Integrated Services
pbp_Section_D	pbp_d_ann_deduct_inn_nmc_cats					14b	14b: Annual Physical Exam
pbp_Section_D	pbp_d_ann_deduct_inn_nmc_cats					14c	14c: Other Defined Supplemental Benefits
pbp_Section_D	pbp_d_ann_deduct_inn_nmc_cats					15	15: Home Infusion bundled Services
pbp_Section_D	pbp_d_ann_deduct_inn_nmc_cats					16a	16a: Preventive Dental
pbp_Section_D	pbp_d_ann_deduct_inn_nmc_cats					16b	16b: Comprehensive Dental
pbp_Section_D	pbp_d_ann_deduct_inn_nmc_cats					17a	17a: Routine Eye Exams/Other
pbp_Section_D	pbp_d_ann_deduct_inn_nmc_cats					17b	17b: Eyewear
pbp_Section_D	pbp_d_ann_deduct_inn_nmc_cats					18a	18a: Hearing Exams
pbp_Section_D	pbp_d_ann_deduct_inn_nmc_cats					18b	18b: Hearing Aids
pbp_Section_D	pbp_d_ann_deduct_inn_nmc_cats					1a	1a: Inpatient Hospital-Acute
pbp_Section_D	pbp_d_ann_deduct_inn_nmc_cats					1b	1b: Inpatient Hospital Psychiatric
pbp_Section_D	pbp_d_ann_deduct_inn_nmc_cats					2	2: Skilled Nursing Facility (SNF)
pbp_Section_D	pbp_d_ann_deduct_inn_nmc_cats					20	20: Prescription Drugs (Cost Plans Only)
pbp_Section_D	pbp_d_ann_deduct_inn_nmc_cats					3-1	3-1: Additional Cardiac Rehabilitation Services
pbp_Section_D	pbp_d_ann_deduct_inn_nmc_cats					3-2	3-2: Additional Intensive Cardiac Rehabilitation Services
pbp_Section_D	pbp_d_ann_deduct_inn_nmc_cats					3-3	3-3: Additional Pulmonary Rehabilitation Services
pbp_Section_D	pbp_d_ann_deduct_inn_nmc_cats					3-4	3-4: SET for PAD Services
pbp_Section_D	pbp_d_ann_deduct_inn_nmc_cats					4c	4c: Worldwide Emergency/Urgent Coverage
pbp_Section_D	pbp_d_ann_deduct_inn_nmc_cats					7b	7b: Routine Chiropractic Care/Other
pbp_Section_D	pbp_d_ann_deduct_inn_nmc_cats					7f	7f: Podiatry Services - Routine Foot Care
pbp_Section_D	pbp_d_ann_deduct_inn_nmc_cats					9d	9d: Outpatient Blood Services
pbp_Section_D	pbp_d_ann_deduct_oon_nmc_yn	CHAR	1	Does the Deductible apply to all Out-of-Network Non-Medicare-covered benefits?	Annual Deduct OON NMC YN	1	Yes
pbp_Section_D	pbp_d_ann_deduct_oon_nmc_yn					2	No
pbp_Section_D	pbp_d_ann_deduct_oon_nmc_cats	CHAR	255	Select all of the Out-of-Network Non-Medicare-covered Service Categories to which the Deductible applies:	Deduct OON NMC Cats	10b	10b: Transportation Services
pbp_Section_D	pbp_d_ann_deduct_oon_nmc_cats					13a	13a: Acupuncture
pbp_Section_D	pbp_d_ann_deduct_oon_nmc_cats					13b	13b: Over-the-Counter (OTC) Items
pbp_Section_D	pbp_d_ann_deduct_oon_nmc_cats					13c	13c: Meal Benefit
pbp_Section_D	pbp_d_ann_deduct_oon_nmc_cats					13d	13d: Other 1
pbp_Section_D	pbp_d_ann_deduct_oon_nmc_cats					13e	13e: Other 2
pbp_Section_D	pbp_d_ann_deduct_oon_nmc_cats					13f	13f: Other 3
pbp_Section_D	pbp_d_ann_deduct_oon_nmc_cats					13g	13g: Dual Eligible SNPs with Highly Integrated Services
pbp_Section_D	pbp_d_ann_deduct_oon_nmc_cats					14b	14b: Annual Physical Exam
pbp_Section_D	pbp_d_ann_deduct_oon_nmc_cats					14c	14c: Other Defined Supplemental Benefits
pbp_Section_D	pbp_d_ann_deduct_oon_nmc_cats					15	15: Home Infusion bundled Services
pbp_Section_D	pbp_d_ann_deduct_oon_nmc_cats					16a	16a: Preventive Dental
pbp_Section_D	pbp_d_ann_deduct_oon_nmc_cats					16b	16b: Comprehensive Dental
pbp_Section_D	pbp_d_ann_deduct_oon_nmc_cats					17a	17a: Routine Eye Exams/Other
pbp_Section_D	pbp_d_ann_deduct_oon_nmc_cats					17b	17b: Eyewear
pbp_Section_D	pbp_d_ann_deduct_oon_nmc_cats					18a	18a: Hearing Exams
pbp_Section_D	pbp_d_ann_deduct_oon_nmc_cats					18b	18b: Hearing Aids
pbp_Section_D	pbp_d_ann_deduct_oon_nmc_cats					1a	1a: Inpatient Hospital-Acute
pbp_Section_D	pbp_d_ann_deduct_oon_nmc_cats					1b	1b: Inpatient Hospital Psychiatric
pbp_Section_D	pbp_d_ann_deduct_oon_nmc_cats					2	2: Skilled Nursing Facility (SNF)
pbp_Section_D	pbp_d_ann_deduct_oon_nmc_cats					20	20: Prescription Drugs (Cost Plans Only)
pbp_Section_D	pbp_d_ann_deduct_oon_nmc_cats					3-1	3-1: Additional Cardiac Rehabilitation Services
pbp_Section_D	pbp_d_ann_deduct_oon_nmc_cats					3-2	3-2: Additional Intensive Cardiac Rehabilitation Services
pbp_Section_D	pbp_d_ann_deduct_oon_nmc_cats					3-3	3-3: Additional Pulmonary Rehabilitation Services
pbp_Section_D	pbp_d_ann_deduct_oon_nmc_cats					3-4	3-4: SET for PAD Services
pbp_Section_D	pbp_d_ann_deduct_oon_nmc_cats					4c	4c: Worldwide Emergency/Urgent Coverage
pbp_Section_D	pbp_d_ann_deduct_oon_nmc_cats					7b	7b: Routine Chiropractic Care/Other
pbp_Section_D	pbp_d_ann_deduct_oon_nmc_cats					7f	7f: Podiatry Services - Routine Foot Care
pbp_Section_D	pbp_d_ann_deduct_oon_nmc_cats					9d	9d: Outpatient Blood Services
pbp_Section_D	pbp_d_diff_deduct_yn	CHAR	1	Do you have differential service category-level deductibles in addition to your In-Network Plan-level Deductible?	Differential Deduct YN	1	Yes
pbp_Section_D	pbp_d_diff_deduct_yn					2	No
pbp_Section_D	pbp_d_diff_deduct_cats	CHAR	550	Select all of the Service Categories to which the differential deductibles apply:	Differential Deduct Serv Cats	10a1	10a1: Ground Ambulance Services
pbp_Section_D	pbp_d_diff_deduct_cats					10a2	10a2: Air Ambulance Services
pbp_Section_D	pbp_d_diff_deduct_cats					10b	10b: Transportation Services
pbp_Section_D	pbp_d_diff_deduct_cats					11a	11a: Durable Medical Equipment (DME)
pbp_Section_D	pbp_d_diff_deduct_cats					11b	11b: Prosthetics/Medical Supplies
pbp_Section_D	pbp_d_diff_deduct_cats					11c	11c: Diabetic Supplies and Services
pbp_Section_D	pbp_d_diff_deduct_cats					12	12: Dialysis Services
pbp_Section_D	pbp_d_diff_deduct_cats					13a	13a: Acupuncture
pbp_Section_D	pbp_d_diff_deduct_cats					13b	13b: Over-the-Counter (OTC) Items
pbp_Section_D	pbp_d_diff_deduct_cats					13c	13c: Meal Benefit
pbp_Section_D	pbp_d_diff_deduct_cats					13d	13d: Other 1
pbp_Section_D	pbp_d_diff_deduct_cats					13e	13e: Other 2
pbp_Section_D	pbp_d_diff_deduct_cats					13f	13f: Other 3
pbp_Section_D	pbp_d_diff_deduct_cats					13g	13g: Dual Eligible SNPs with Highly Integrated Services
pbp_Section_D	pbp_d_diff_deduct_cats					14b	14b: Annual Physical Exam
pbp_Section_D	pbp_d_diff_deduct_cats					14c	14c: Other Defined Supplemental Benefits
pbp_Section_D	pbp_d_diff_deduct_cats					14d	14d: Kidney Disease Education Services
pbp_Section_D	pbp_d_diff_deduct_cats					14e1	14e1: Glaucoma Screening
pbp_Section_D	pbp_d_diff_deduct_cats					14e2	14e2: Diabetes Self-Management Training
pbp_Section_D	pbp_d_diff_deduct_cats					14e3	14e3: Barium Enemas
pbp_Section_D	pbp_d_diff_deduct_cats					14e4	14e4: Digital Rectal Exams
pbp_Section_D	pbp_d_diff_deduct_cats					14e5	14e5: EKG following Welcome Visit
pbp_Section_D	pbp_d_diff_deduct_cats					14e6	14e6: Other Medicare-covered Preventive Services
pbp_Section_D	pbp_d_diff_deduct_cats					15	15: Medicare Part B Rx Drugs
pbp_Section_D	pbp_d_diff_deduct_cats					16a	16a: Preventive Dental
pbp_Section_D	pbp_d_diff_deduct_cats					16b	16b: Comprehensive Dental
pbp_Section_D	pbp_d_diff_deduct_cats					17a	17a: Eye Exams
pbp_Section_D	pbp_d_diff_deduct_cats					17b	17b: Eyewear
pbp_Section_D	pbp_d_diff_deduct_cats					18a	18a: Hearing Exams
pbp_Section_D	pbp_d_diff_deduct_cats					18b	18b: Hearing Aids
pbp_Section_D	pbp_d_diff_deduct_cats					1a	1a: Inpatient Hospital-Acute
pbp_Section_D	pbp_d_diff_deduct_cats					1b	1b: Inpatient Hospital Psychiatric
pbp_Section_D	pbp_d_diff_deduct_cats					2	2: Skilled Nursing Facility (SNF)
pbp_Section_D	pbp_d_diff_deduct_cats					3	3: Cardiac and Pulmonary Rehabilitation Services
pbp_Section_D	pbp_d_diff_deduct_cats					4c	4c: Worldwide Emergency/Urgent Coverage
pbp_Section_D	pbp_d_diff_deduct_cats					5	5: Partial Hospitalization
pbp_Section_D	pbp_d_diff_deduct_cats					6	6: Home Health Services
pbp_Section_D	pbp_d_diff_deduct_cats					7a	7a: Primary Care Physician Services
pbp_Section_D	pbp_d_diff_deduct_cats					7b	7b: Chiropractic Services
pbp_Section_D	pbp_d_diff_deduct_cats					7c	7c: Occupational Therapy Services
pbp_Section_D	pbp_d_diff_deduct_cats					7d	7d: Physician Specialist Services
pbp_Section_D	pbp_d_diff_deduct_cats					7e	7e: Mental Health Specialty Services
pbp_Section_D	pbp_d_diff_deduct_cats					7f	7f: Podiatry Services
pbp_Section_D	pbp_d_diff_deduct_cats					7g	7g: Other Health Care Professional
pbp_Section_D	pbp_d_diff_deduct_cats					7h	7h: Psychiatric Services
pbp_Section_D	pbp_d_diff_deduct_cats					7i	7i: Physical Therapy and Speech-Language Pathology Services
pbp_Section_D	pbp_d_diff_deduct_cats					7k	7k: Opioid Treatment Program Services
pbp_Section_D	pbp_d_diff_deduct_cats					8a	8a: Diagnostic Procedures/Tests/Lab Services
pbp_Section_D	pbp_d_diff_deduct_cats					8b	8b: Outpatient Diagnostic/Therapeutic Radiological Services
pbp_Section_D	pbp_d_diff_deduct_cats					9a1	9a1: Outpatient Hospital Services
pbp_Section_D	pbp_d_diff_deduct_cats					9a2	9a2: Observation Services
pbp_Section_D	pbp_d_diff_deduct_cats					9b	9b: Ambulatory Surgical Center (ASC) Services
pbp_Section_D	pbp_d_diff_deduct_cats					9c	9c: Outpatient Substance Abuse
pbp_Section_D	pbp_d_diff_deduct_cats					9d	9d: Outpatient Blood Services
pbp_Section_D	pbp_d_diff_deduct_1a_t1_amt	NUM	7	Indicate Differential Deductible Amount for Inpatient Hospital Services including Acute Tier 1:	Differential Deduct Amt 1a T1		
pbp_Section_D	pbp_d_diff_deduct_1a_t2_amt	NUM	7	Indicate Differential Deductible Amount for Inpatient Hospital Services including Acute Tier 2:	Differential Deduct Amt 1a T2		
pbp_Section_D	pbp_d_diff_deduct_1a_t3_amt	NUM	7	Indicate Differential Deductible Amount for Inpatient Hospital Services including Acute Tier 3:	Differential Deduct Amt 1a T3		
pbp_Section_D	pbp_d_diff_deduct_1b_t1_amt	NUM	7	Indicate Differential Deductible Amount for Inpatient Psychiatric Hospital Services Tier 1:	Differential Deduct Amt 1b T1		
pbp_Section_D	pbp_d_diff_deduct_1b_t2_amt	NUM	7	Indicate Differential Deductible Amount for Inpatient Psychiatric Hospital Services Tier 2:	Differential Deduct Amt 1b T2		
pbp_Section_D	pbp_d_diff_deduct_1b_t3_amt	NUM	7	Indicate Differential Deductible Amount for Inpatient Psychiatric Hospital Services Tier 3:	Differential Deduct Amt 1b T3		
pbp_Section_D	pbp_d_diff_deduct_2_t1_amt	NUM	7	Indicate Differential Deductible Amount for Skilled Nursing Facility (SNF) Tier 1:	Differential Deduct Amt 2 T1		
pbp_Section_D	pbp_d_diff_deduct_2_t2_amt	NUM	7	Indicate Differential Deductible Amount for Skilled Nursing Facility (SNF) Tier 2:	Differential Deduct Amt 2 T2		
pbp_Section_D	pbp_d_diff_deduct_2_t3_amt	NUM	7	Indicate Differential Deductible Amount for Skilled Nursing Facility (SNF) Tier 3:	Differential Deduct Amt 2 T3		
pbp_Section_D	pbp_d_diff_deduct_3_amt	NUM	7	Indicate Differential Deductible Amount for Cardiac and Pulmonary Rehabilitation Services:	Differential Deduct Amt 3		
pbp_Section_D	pbp_d_diff_deduct_4c_amt	NUM	7	Indicate Differential Deductible Amount for Worldwide Emergency/Urgent Coverage:	Differential Deduct Amt 4C		
pbp_Section_D	pbp_d_diff_deduct_5_amt	NUM	7	Indicate Differential Deductible Amount for Partial Hospitalization:	Differential Deduct Amt 5		
pbp_Section_D	pbp_d_diff_deduct_6_amt	NUM	7	Indicate Differential Deductible Amount for Home Health Services:	Differential Deduct Amt 6		
pbp_Section_D	pbp_d_diff_deduct_7a_amt	NUM	7	Indicate Differential Deductible Amount for Primary Care Physician Services:	Differential DeductAmt 7a		
pbp_Section_D	pbp_d_diff_deduct_7b_amt	NUM	7	Indicate Differential Deductible Amount for Chiropractic Services:	Differential Deduct Amt 7b		
pbp_Section_D	pbp_d_diff_deduct_7c_amt	NUM	7	Indicate Differential Deductible Amount for Occupational Therapy Services:	Differential Deduct Amt 7c		
pbp_Section_D	pbp_d_diff_deduct_7d_amt	NUM	7	Indicate Differential Deductible Amount for Physician Specialist Services:	Differential Deduct Amt 7d		
pbp_Section_D	pbp_d_diff_deduct_7e_amt	NUM	7	Indicate Differential Deductible Amount for Mental Health Specialty Services - Non-Psychiatric:	Differential Deduct Amt 7e		
pbp_Section_D	pbp_d_diff_deduct_7f_amt	NUM	7	Indicate Differential Deductible Amount for Podiatry Services:	Differential Deduct Amt 7f		
pbp_Section_D	pbp_d_diff_deduct_7g_amt	NUM	7	Indicate Differential Deductible Amount for Other Health Care Professional Services:	Differential Deduct Amt 7g		
pbp_Section_D	pbp_d_diff_deduct_7h_amt	NUM	7	Indicate Differential Deductible Amount for Psychiatric Services:	Differential Deduct Amt 7h		
pbp_Section_D	pbp_d_diff_deduct_7i_amt	NUM	7	Indicate Differential Deductible Amount for Physical Therapy and Speech-Language Pathology Services:	Differential Deduct Amt 2		
pbp_Section_D	pbp_d_diff_deduct_7j_amt	NUM	7	Indicate Differential Deductible Amount for Additional Telehealth Services:	Differential Deduct Amt 7j		
pbp_Section_D	pbp_d_diff_deduct_7k_amt	NUM	7	Indicate Differential Deductible Amount for Opioid Treatment Program Services:	Differential Deduct Amt 7k		
pbp_Section_D	pbp_d_diff_deduct_8a_amt	NUM	7	Indicate Differential Deductible Amount for Outpatient Diagnostic Procedures and Test and Lab Services:	Differential Deduct Amt 8a		
pbp_Section_D	pbp_d_diff_deduct_8b_amt	NUM	7	Indicate Differential Deductible Amount for Outpatient Diagnostic and Therapeutic Radiological Services:	Differential Deduct Amt 8b		
pbp_Section_D	pbp_d_diff_deduct_9a1_amt	NUM	7	Indicate Differential Deductible Amount for Outpatient Hospital Services:	Differential Deduct Amt 9a1		
pbp_Section_D	pbp_d_diff_deduct_9a2_amt	NUM	7	Indicate Differential Deductible Amount for Observation Services:	Differential Deduct Amt 9a2		
pbp_Section_D	pbp_d_diff_deduct_9b_amt	NUM	7	Indicate Differential Deductible Amount for Ambulatory Surgical Center (ASC) Services:	Differential Deduct Amt 9b		
pbp_Section_D	pbp_d_diff_deduct_9c_amt	NUM	7	Indicate Differential Deductible Amount for Outpatient Substance Abuse:	Differential Deduct Amt 9c		
pbp_Section_D	pbp_d_diff_deduct_9d_amt	NUM	7	Indicate Differential Deductible Amount for Outpatient Blood Services:	Differential Deduct Amt 9d		
pbp_Section_D	pbp_d_diff_deduct_10a1_amt	NUM	7	Indicate Differential Deductible Amount for Ground Ambulance Services:	Differential Deduct Amt 10a1		
pbp_Section_D	pbp_d_diff_deduct_10a2_amt	NUM	7	Indicate Differential Deductible Amount for Air Ambulance Services:	Differential Deduct Amt 10a2		
pbp_Section_D	pbp_d_diff_deduct_10b_amt	NUM	7	Indicate Differential Deductible Amount for Transportation Services:	Differential Deduct Amt 10b		
pbp_Section_D	pbp_d_diff_deduct_11a_amt	NUM	7	Indicate Differential Deductible Amount for Durable Medical Equipment (DME):	Differential Deduct Amt 11a		
pbp_Section_D	pbp_d_diff_deduct_11b_amt	NUM	7	Indicate Differential Deductible Amount for Prosthetics/Medical Supplies:	Differential Deduct Amt 11b		
pbp_Section_D	pbp_d_diff_deduct_11c_amt	NUM	7	Indicate Differential Deductible Amount for Diabetic Supplies and Services:	Differential Deduct Amt 11c		
pbp_Section_D	pbp_d_diff_deduct_12_amt	NUM	7	Indicate Differential Deductible Amount for Dialysis Services:	Differential Deduct Amt 12		
pbp_Section_D	pbp_d_diff_deduct_13a_amt	NUM	7	Indicate Differential Deductible Amount for Acupuncture:	Differential Deduct Amt 131		
pbp_Section_D	pbp_d_diff_deduct_13b_amt	NUM	7	Indicate Differential Deductible Amount for OTC:	Differential Deduct Amt 13b		
pbp_Section_D	pbp_d_diff_deduct_13c_amt	NUM	7	Indicate Differential Deductible Amount for Meal Benefit:	Differential Deduct Amt 13c		
pbp_Section_D	pbp_d_diff_deduct_13d_amt	NUM	7	Indicate Differential Deductible Amount for Other 1:	Differential Deduct Amt 13d		
pbp_Section_D	pbp_d_diff_deduct_13e_amt	NUM	7	Indicate Differential Deductible Amount for Other 2:	Differential Deduct Amt 13e		
pbp_Section_D	pbp_d_diff_deduct_13f_amt	NUM	7	Indicate Differential Deductible Amount for Other 3:	Differential Deduct Amt 13f		
pbp_Section_D	pbp_d_diff_deduct_13g_amt	NUM	7	Indicate Differential Deductible Amount for Dual Eligible SNPs with Highly Integrated Services:	Differential Deduct Amt 13g		
pbp_Section_D	pbp_d_diff_deduct_14b_amt	NUM	7	Indicate Differential Deductible Amount for the Annual Physical Exam:	Differential Deduct Amt 14b		
pbp_Section_D	pbp_d_diff_deduct_14c_amt	NUM	7	Indicate Differential Deductible Amount for Other Defined Supplemental Benefits:	Differential Deduct Amt 14c		
pbp_Section_D	pbp_d_diff_deduct_14d_amt	NUM	7	Indicate Differential Deductible Amount for Kidney Disease Education Services:	Differential Deduct Amt 14d		
pbp_Section_D	pbp_d_diff_deduct_14e1_amt	NUM	7	Indicate Differential Deductible Amount for Medicare-covered Glaucoma Screening Services:	Different Deduct Amt 14e glauc		
pbp_Section_D	pbp_d_diff_deduct_14e2_amt	NUM	7	Indicate Differential Deductible Amount for Medicare-covered Diabetes Self-management Training:	Different Deduct Amt 14e diab		
pbp_Section_D	pbp_d_diff_deduct_14e3_amt	NUM	7	Indicate Differential Deductible Amount for Medicare-covered Barium Enemas	Different Deduct Amt 14e bar		
pbp_Section_D	pbp_d_diff_deduct_14e4_amt	NUM	7	Indicate Differential Deductible Amount for Medicare-covered Digital Rectal Exams	Different Deduct Amt 14e dre		
pbp_Section_D	pbp_d_diff_deduct_14e5_amt	NUM	7	Indicate Differential Deductible Amount for Medicare-covered EKG following Welcome Visit	Different Deduct Amt 14e ekg		
pbp_Section_D	pbp_d_diff_deduct_14e6_amt	NUM	7	Indicate Differential Deductible Amount for Other Medicare-covered Preventive Services:	Different Deduct Amt 14e oth		
pbp_Section_D	pbp_d_diff_deduct_15_amt	NUM	7	Indicate Differential Deductible Amount for Medicare Part B Rx Drugs:	Differential Deduct Amt 15		
pbp_Section_D	pbp_d_diff_deduct_16a_amt	NUM	7	Indicate Differential Deductible Amount for Preventive Dental:	Differential Deduct Amt 16a		
pbp_Section_D	pbp_d_diff_deduct_16b_amt	NUM	7	Indicate Differential Deductible Amount for Comprehensive Dental:	Differential Deduct Amt 16b		
pbp_Section_D	pbp_d_diff_deduct_17a_amt	NUM	7	Indicate Differential Deductible Amount for Eye Exams:	Differential Deduct Amt 17a		
pbp_Section_D	pbp_d_diff_deduct_17b_amt	NUM	7	Indicate Differential Deductible Amount for Eyewear:	Differential Deduct Amt 17b		
pbp_Section_D	pbp_d_diff_deduct_18a_amt	NUM	7	Indicate Differential Deductible Amount for Hearing Exams:	Differential Deduct Amt 18a		
pbp_Section_D	pbp_d_diff_deduct_18b_amt	NUM	7	Indicate Differential Deductible Amount for Hearing Aids:	Differential Deduct Amt 18b		
pbp_Section_D	pbp_d_nmc_deduct_yn	CHAR	1	Do you offer a mandatory enhanced benefit enrollee deductible amount?	Mandatory enhanced deduct YN	1	Yes
pbp_Section_D	pbp_d_nmc_deduct_yn					2	No
pbp_Section_D	pbp_d_nmc_deduct_cats	CHAR	255	Select the mandatory enhanced benefits that have an enrollee deductible:	NMC Deductible Categories	10b	10b: Transportation Services
pbp_Section_D	pbp_d_nmc_deduct_cats					13a	13a: Acupuncture
pbp_Section_D	pbp_d_nmc_deduct_cats					13b	13b: Over-the-Counter (OTC) Items
pbp_Section_D	pbp_d_nmc_deduct_cats					13c	13c: Meal Benefit
pbp_Section_D	pbp_d_nmc_deduct_cats					13d	13d: Other 1
pbp_Section_D	pbp_d_nmc_deduct_cats					13e	13e: Other 2
pbp_Section_D	pbp_d_nmc_deduct_cats					13f	13f: Other 3
pbp_Section_D	pbp_d_nmc_deduct_cats					13g	13g: Dual Eligible SNPs with Highly Integrated Services
pbp_Section_D	pbp_d_nmc_deduct_cats					14b	14b: Annual Physical Exam
pbp_Section_D	pbp_d_nmc_deduct_cats					14c	14c: Other Defined Supplemental Benefits
pbp_Section_D	pbp_d_nmc_deduct_cats					16a	16a: Preventive Dental
pbp_Section_D	pbp_d_nmc_deduct_cats					16b	16b: Comprehensive Dental
pbp_Section_D	pbp_d_nmc_deduct_cats					17a	17a: Routine Eye Exams/Other
pbp_Section_D	pbp_d_nmc_deduct_cats					17b	17b: Eyewear
pbp_Section_D	pbp_d_nmc_deduct_cats					18a	18a: Hearing Exams
pbp_Section_D	pbp_d_nmc_deduct_cats					18b	18b: Hearing Aids
pbp_Section_D	pbp_d_nmc_deduct_cats					1a	1a: Inpatient Hospital-Acute
pbp_Section_D	pbp_d_nmc_deduct_cats					1b	1b: Inpatient Hospital Psychiatric
pbp_Section_D	pbp_d_nmc_deduct_cats					2	2: Skilled Nursing Facility (SNF)
pbp_Section_D	pbp_d_nmc_deduct_cats					3	3: Cardiac and Pulmonary Rehabilitation Services
pbp_Section_D	pbp_d_nmc_deduct_cats					4c	4c: Worldwide Emergency/Urgent Coverage
pbp_Section_D	pbp_d_nmc_deduct_cats					7b	7b: Routine Chiropractic Care/Other
pbp_Section_D	pbp_d_nmc_deduct_cats					7f	7f: Podiatry Services - Routine Foot Care
pbp_Section_D	pbp_d_nmc_deduct_cats					9d	9d: Outpatient Blood Services
pbp_Section_D	pbp_d_deduct_iha_amt	NUM	7	Indicate the deductible amount for IHA	IHA Deduct		
